FAULT LATITUDE & LONGITUDE DATA - ALL INDIA SEISAT SHEETS (COMPILED),,,,,,
SEISAT SHEET,FAULT TYPE,S.NO,FAULT NAME,ABBREVIATION,LONGITUDE,LATITUDE
SEISAT-21,FAULT INVOLVING BASEMENT & COVER,7,TAPTI NORTH FAULT,FIBC13,79.73,22
SEISAT-21,FAULT INVOLVING BASEMENT & COVER,7,TAPTI NORTH FAULT,FIBC13,79.97,22.15
SEISAT-21,FAULT INVOLVING BASEMENT & COVER,8,TAPTI NORTH FAULT,FIBC14,80.37,21.05
SEISAT-21,FAULT INVOLVING BASEMENT & COVER,8,TAPTI NORTH FAULT,FIBC14,80.48,21.28
SEISAT-21,FAULT INVOLVING BASEMENT & COVER,9,TAPTI NORTH FAULT,FIBC15,78.64,21.1
SEISAT-21,FAULT INVOLVING BASEMENT & COVER,9,TAPTI NORTH FAULT,FIBC15,79,21.12
SEISAT-21,FAULT INVOLVING BASEMENT & COVER,9,TAPTI NORTH FAULT,FIBC15,79.3,21.15
SEISAT-21,FAULT INVOLVING BASEMENT & COVER,9,TAPTI NORTH FAULT,FIBC15,79.7,21.13
SEISAT-21,FAULT INVOLVING BASEMENT & COVER,9,TAPTI NORTH FAULT,FIBC15,79.85,21.15
SEISAT-21,FAULT INVOLVING BASEMENT & COVER,10,TAPTI NORTH FAULT,FIBC16,79.15,21.2
SEISAT-21,FAULT INVOLVING BASEMENT & COVER,10,TAPTI NORTH FAULT,FIBC16,79.5,21.3
SEISAT-21,FAULT INVOLVING BASEMENT & COVER,10,TAPTI NORTH FAULT,FIBC16,79.91,21.5
SEISAT-21,FAULT INVOLVING BASEMENT & COVER,11,TAPTI NORTH FAULT,FIBC17,80.15,21.7
SEISAT-21,FAULT INVOLVING BASEMENT & COVER,11,TAPTI NORTH FAULT,FIBC17,80.35,21.8
SEISAT-21,FAULT INVOLVING BASEMENT & COVER,12,TAPTI NORTH FAULT,FIBC18,80.2,21.05
SEISAT-21,FAULT INVOLVING BASEMENT & COVER,12,TAPTI NORTH FAULT,FIBC18,80.27,21.2
SEISAT-21,FAULT INVOLVING BASEMENT & COVER,12,TAPTI NORTH FAULT,FIBC18,80.28,21.4
SEISAT-21,FAULT INVOLVING BASEMENT & COVER,12,TAPTI NORTH FAULT,FIBC18,80.31,21.45
SEISAT-21,FAULT INVOLVING BASEMENT & COVER,12,TAPTI NORTH FAULT,FIBC18,80.71,21.62
SEISAT-21,FAULT INVOLVING BASEMENT & COVER,12,TAPTI NORTH FAULT,FIBC18,80.8,21.6
SEISAT-21,FAULT INVOLVING BASEMENT & COVER,12,TAPTI NORTH FAULT,FIBC18,80.82,21.4
SEISAT-21,FAULT INVOLVING BASEMENT & COVER,12,TAPTI NORTH FAULT,FIBC18,80.9,21.2
SEISAT-21,FAULT INVOLVING BASEMENT & COVER,12,TAPTI NORTH FAULT,FIBC18,80.85,21.1
SEISAT-27,NEOTECTONIC FAULT,1,UPPER GODAVARI FAULT,NTF7,73.4,20.2
SEISAT-27,NEOTECTONIC FAULT,1,UPPER GODAVARI FAULT,NTF7,74,20.08
SEISAT-27,NEOTECTONIC FAULT,1,UPPER GODAVARI FAULT,NTF7,74.25,20
SEISAT-27,NEOTECTONIC FAULT,1,UPPER GODAVARI FAULT,NTF7,74.75,19.8
SEISAT-27,NEOTECTONIC FAULT,1,UPPER GODAVARI FAULT,NTF7,75,19.65
SEISAT-27,NEOTECTONIC FAULT,2,WARNA FAULT,NTF8,73.85,18.05
SEISAT-27,NEOTECTONIC FAULT,2,WARNA FAULT,NTF8,74,17.8
SEISAT-27,NEOTECTONIC FAULT,2,WARNA FAULT,NTF8,74.2,17.6
SEISAT-27,NEOTECTONIC FAULT,2,WARNA FAULT,NTF8,74.45,17.3
SEISAT-27,NEOTECTONIC FAULT,2,WARNA FAULT,NTF8,74.52,17.08
SEISAT-27,NEOTECTONIC FAULT,3,WEST COAST FAULT,NTF10,73.32,17.05
SEISAT-27,NEOTECTONIC FAULT,3,WEST COAST FAULT,NTF10,73.2,18
SEISAT-27,NEOTECTONIC FAULT,3,WEST COAST FAULT,NTF10,73.02,19
SEISAT-27,NEOTECTONIC FAULT,3,WEST COAST FAULT,NTF10,73,19.15
SEISAT-27,NEOTECTONIC FAULT,3,WEST COAST FAULT,NTF10,72.85,20
SEISAT-27,NEOTECTONIC FAULT,3,WEST COAST FAULT,NTF10,72.75,20.35
SEISAT-27,NEOTECTONIC FAULT,4,CHIPUM FAULT,NTF11,72.9,18.85
SEISAT-27,NEOTECTONIC FAULT,4,CHIPUM FAULT,NTF11,73,18.8
SEISAT-27,NEOTECTONIC FAULT,4,CHIPUM FAULT,NTF11,73.2,18.4
SEISAT-27,NEOTECTONIC FAULT,4,CHIPUM FAULT,NTF11,73.4,18
SEISAT-27,NEOTECTONIC FAULT,4,CHIPUM FAULT,NTF11,73.5,17.7
SEISAT-27,NEOTECTONIC FAULT,4,CHIPUM FAULT,NTF11,73.65,17.35
SEISAT-27,NEOTECTONIC FAULT,4,CHIPUM FAULT,NTF11,73.7,17.05
SEISAT-27,NEOTECTONIC FAULT,5,CHIPUM FAULT,NTF12,73.2,19.8
SEISAT-27,NEOTECTONIC FAULT,5,CHIPUM FAULT,NTF12,73.6,19.6
SEISAT-27,NEOTECTONIC FAULT,5,CHIPUM FAULT,NTF12,74,19.25
SEISAT-27,NEOTECTONIC FAULT,5,CHIPUM FAULT,NTF12,74.25,19
SEISAT-27,NEOTECTONIC FAULT,5,CHIPUM FAULT,NTF12,74.5,18.7
SEISAT-27,NEOTECTONIC FAULT,5,CHIPUM FAULT,NTF12,74.85,18.3
SEISAT-27,FAULT INVOLVING BASEMENT & COVER,1,CHIPUM FAULT,FIBC19,72.85,20.2
SEISAT-27,FAULT INVOLVING BASEMENT & COVER,1,CHIPUM FAULT,FIBC19,72.9,20
SEISAT-27,FAULT INVOLVING BASEMENT & COVER,1,CHIPUM FAULT,FIBC19,73.02,19.75
SEISAT-27,FAULT INVOLVING BASEMENT & COVER,2,CHIPUM FAULT,FIBC20,73.1,19.8
SEISAT-27,FAULT INVOLVING BASEMENT & COVER,2,CHIPUM FAULT,FIBC20,73.85,19.1
SEISAT-27,FAULT INVOLVING BASEMENT & COVER,3,CHIPUM FAULT,FIBC21,73.08,19.78
SEISAT-27,FAULT INVOLVING BASEMENT & COVER,3,CHIPUM FAULT,FIBC21,73.8,19.1
SEISAT-27,FAULT INVOLVING BASEMENT & COVER,4,CHIPUM FAULT,FIBC22,73.3,17.95
SEISAT-27,FAULT INVOLVING BASEMENT & COVER,4,CHIPUM FAULT,FIBC22,73.5,18
SEISAT-27,FAULT INVOLVING BASEMENT & COVER,4,CHIPUM FAULT,FIBC22,73.9,18.1
SEISAT-27,FAULT INVOLVING BASEMENT & COVER,5,CHIPUM FAULT,FIBC23,74.02,17.66
SEISAT-27,FAULT INVOLVING BASEMENT & COVER,5,CHIPUM FAULT,FIBC23,74.4,18.02
SEISAT-27,FAULT INVOLVING BASEMENT & COVER,6,CHIPUM FAULT,FIBC24,72.2,18.08
SEISAT-27,FAULT INVOLVING BASEMENT & COVER,6,CHIPUM FAULT,FIBC24,72.6,17
SEISAT-27,FAULT INVOLVING BASEMENT & COVER,7,CHIPUM FAULT,FIBC25,72.15,18.4
SEISAT-27,FAULT INVOLVING BASEMENT & COVER,7,CHIPUM FAULT,FIBC25,72.7,17
SEISAT-27,FAULT INVOLVING BASEMENT & COVER,8,CHIPUM FAULT,FIBC26,72.5,18.6
SEISAT-27,FAULT INVOLVING BASEMENT & COVER,8,CHIPUM FAULT,FIBC26,72.6,18.4
SEISAT-27,FAULT INVOLVING BASEMENT & COVER,9,CHIPUM FAULT,FIBC27,73.7,20.9
SEISAT-27,FAULT INVOLVING BASEMENT & COVER,9,CHIPUM FAULT,FIBC27,73.7,20.8
SEISAT-27,FAULT INVOLVING BASEMENT & COVER,10,CHIPUM FAULT,FIBC28,72,19.35
SEISAT-27,FAULT INVOLVING BASEMENT & COVER,10,CHIPUM FAULT,FIBC28,72.2,19
SEISAT-27,FAULT INVOLVING BASEMENT & COVER,10,CHIPUM FAULT,FIBC28,72.4,18.6
SEISAT-27,FAULT INVOLVING BASEMENT & COVER,10,CHIPUM FAULT,FIBC28,72.45,18.5
SEISAT-27,FAULT INVOLVING BASEMENT & COVER,10,CHIPUM FAULT,FIBC28,72.5,18
SEISAT-27,FAULT INVOLVING BASEMENT & COVER,10,CHIPUM FAULT,FIBC28,72.7,17.6
SEISAT-27,FAULT INVOLVING BASEMENT & COVER,10,CHIPUM FAULT,FIBC28,72.95,17
SEISAT-27,FAULT INVOLVING BASEMENT & COVER,11,CHIPUM FAULT,FIBC29,72.95,17.35
SEISAT-27,FAULT INVOLVING BASEMENT & COVER,11,CHIPUM FAULT,FIBC29,73.1,17.05
SEISAT-28,NEOTECTONIC FAULT,1,UPPER GODAVARI FAULT,NTF7,75,19.65
SEISAT-28,NEOTECTONIC FAULT,1,UPPER GODAVARI FAULT,NTF7,75.3,19.25
SEISAT-28,NEOTECTONIC FAULT,1,UPPER GODAVARI FAULT,NTF7,75.5,19
SEISAT-28,NEOTECTONIC FAULT,1,UPPER GODAVARI FAULT,NTF7,75.55,18.95
SEISAT-28,NEOTECTONIC FAULT,2,PURNA FAULT,NTF13,76.2,21
SEISAT-28,NEOTECTONIC FAULT,2,PURNA FAULT,NTF13,76.6,20.9
SEISAT-28,NEOTECTONIC FAULT,2,PURNA FAULT,NTF13,77,20.85
SEISAT-28,NEOTECTONIC FAULT,2,PURNA FAULT,NTF13,77.2,20.8
SEISAT-28,NEOTECTONIC FAULT,2,PURNA FAULT,NTF13,77.8,20.9
SEISAT-28,NEOTECTONIC FAULT,3,KADDAM FAULT,NTF14,76.22,20.95
SEISAT-28,NEOTECTONIC FAULT,3,KADDAM FAULT,NTF14,76.6,20.7
SEISAT-28,NEOTECTONIC FAULT,3,KADDAM FAULT,NTF14,77,20.45
SEISAT-28,NEOTECTONIC FAULT,3,KADDAM FAULT,NTF14,77.6,20
SEISAT-28,NEOTECTONIC FAULT,3,KADDAM FAULT,NTF14,77.9,19.85
SEISAT-28,NEOTECTONIC FAULT,4,KADDAM FAULT,NTF15,76.6,20.7
SEISAT-28,NEOTECTONIC FAULT,4,KADDAM FAULT,NTF15,77,20.35
SEISAT-28,NEOTECTONIC FAULT,4,KADDAM FAULT,NTF15,77.4,20
SEISAT-28,NEOTECTONIC FAULT,4,KADDAM FAULT,NTF15,77.7,19.8
SEISAT-28,NEOTECTONIC FAULT,4,KADDAM FAULT,NTF15,77.95,19.65
SEISAT-28,FAULT INVOLVING COVER,1,KADDAM FAULT,FIC10,75.15,20.95
SEISAT-28,FAULT INVOLVING COVER,1,KADDAM FAULT,FIC10,75.16,20.9
SEISAT-28,FAULT INVOLVING COVER,2,KADDAM FAULT,FIC11,75.65,20.9
SEISAT-28,FAULT INVOLVING COVER,2,KADDAM FAULT,FIC11,75.75,20.85
SEISAT-28,FAULT INVOLVING COVER,3,KADDAM FAULT,FIC12,75.7,20.9
SEISAT-28,FAULT INVOLVING COVER,3,KADDAM FAULT,FIC12,75.75,20.9
SEISAT-28,FAULT INVOLVING COVER,3,KADDAM FAULT,FIC12,75.8,20.92
SEISAT-28,FAULT INVOLVING COVER,4,KADDAM FAULT,FIC13,75.85,20.92
SEISAT-28,FAULT INVOLVING COVER,4,KADDAM FAULT,FIC13,75.9,20.9
SEISAT-28,FAULT INVOLVING COVER,5,KADDAM FAULT,FIC14,75.98,21
SEISAT-28,FAULT INVOLVING COVER,5,KADDAM FAULT,FIC14,76.03,20.98
SEISAT-28,FAULT INVOLVING COVER,6,KADDAM FAULT,FIC15,76,20.98
SEISAT-28,FAULT INVOLVING COVER,6,KADDAM FAULT,FIC15,76.08,20.97
SEISAT-28,FAULT INVOLVING COVER,7,KADDAM FAULT,FIC16,76,20.9
SEISAT-28,FAULT INVOLVING COVER,7,KADDAM FAULT,FIC16,76.08,20.9
SEISAT-28,FAULT INVOLVING COVER,8,KADDAM FAULT,FIC17,75.99,20.89
SEISAT-28,FAULT INVOLVING COVER,8,KADDAM FAULT,FIC17,76.15,20.9
SEISAT-28,FAULT INVOLVING COVER,8,KADDAM FAULT,FIC17,76.2,20.95
SEISAT-28,FAULT INVOLVING COVER,9,KADDAM FAULT,FIC18,77.8,20.9
SEISAT-28,FAULT INVOLVING COVER,9,KADDAM FAULT,FIC18,77.9,20.92
SEISAT-28,FAULT INVOLVING COVER,10,KADDAM FAULT,FIC19,77.8,20.82
SEISAT-28,FAULT INVOLVING COVER,10,KADDAM FAULT,FIC19,77.9,20.9
SEISAT-28,FAULT INVOLVING COVER,11,KADDAM FAULT,FIC20,77.9,20.93
SEISAT-28,FAULT INVOLVING COVER,11,KADDAM FAULT,FIC20,77.95,20.88
SEISAT-28,FAULT INVOLVING COVER,12,KADDAM FAULT,FIC21,77.9,20.85
SEISAT-28,FAULT INVOLVING COVER,12,KADDAM FAULT,FIC21,77.98,20.86
SEISAT-28,FAULT INVOLVING COVER,13,KADDAM FAULT,FIC22,77.5,20.43
SEISAT-28,FAULT INVOLVING COVER,13,KADDAM FAULT,FIC22,77.75,20.42
SEISAT-28,FAULT INVOLVING COVER,14,KADDAM FAULT,FIC23,77.5,20.3
SEISAT-28,FAULT INVOLVING COVER,14,KADDAM FAULT,FIC23,77.65,20.33
SEISAT-28,FAULT INVOLVING COVER,15,KADDAM FAULT,FIC24,77.7,20.05
SEISAT-28,FAULT INVOLVING COVER,15,KADDAM FAULT,FIC24,77.8,20
SEISAT-28,FAULT INVOLVING COVER,16,KADDAM FAULT,FIC25,77.9,20.1
SEISAT-28,FAULT INVOLVING COVER,16,KADDAM FAULT,FIC25,77.98,20.08
SEISAT-29,NEOTECTONIC FAULT,1,KADDAM FAULT,,78,19.7
SEISAT-29,NEOTECTONIC FAULT,1,KADDAM FAULT,,79,19
SEISAT-29,NEOTECTONIC FAULT,1,KADDAM FAULT,,79.4,18.8
SEISAT-29,NEOTECTONIC FAULT,2,KINNERASANI FAULT,,79.3,18.7
SEISAT-29,NEOTECTONIC FAULT,2,KINNERASANI FAULT,,79.75,18.4
SEISAT-29,NEOTECTONIC FAULT,2,KINNERASANI FAULT,,80.2,18
SEISAT-29,NEOTECTONIC FAULT,2,KINNERASANI FAULT,,80.7,17.7
SEISAT-29,NEOTECTONIC FAULT,2,KINNERASANI FAULT,,80.99,17.35
SEISAT-29,NEOTECTONIC FAULT,3,KOLLERU FAULT,,80.2,18
SEISAT-29,NEOTECTONIC FAULT,3,KOLLERU FAULT,,80.6,17.5
SEISAT-29,NEOTECTONIC FAULT,3,KOLLERU FAULT,,80.9,17.01
SEISAT-29,NEOTECTONIC FAULT,4,GODAVARI VALLEY FAULT,,80.25,18.75
SEISAT-29,NEOTECTONIC FAULT,4,GODAVARI VALLEY FAULT,,80.6,18.45
SEISAT-29,NEOTECTONIC FAULT,4,GODAVARI VALLEY FAULT,,80.85,18
SEISAT-29,NEOTECTONIC FAULT,4,GODAVARI VALLEY FAULT,,80.95,17.8
SEISAT-29,FAULT INVOLVING BASEMENT & COVER,1,GODAVARI VALLEY FAULT,,79.7,20.7
SEISAT-29,FAULT INVOLVING BASEMENT & COVER,1,GODAVARI VALLEY FAULT,,79.8,20.55
SEISAT-08,NEOTECTONIC FAULT,1,,NTF19,74.12,25.02
SEISAT-08,NEOTECTONIC FAULT,1,,NTF19,74.28,25.2
SEISAT-08,NEOTECTONIC FAULT,2,,NTF20,74.29,25.18
SEISAT-08,NEOTECTONIC FAULT,2,,NTF20,74.16,25
SEISAT-08,NEOTECTONIC FAULT,3,,NTF21,74.28,25.05
SEISAT-08,NEOTECTONIC FAULT,3,,NTF21,74.47,25.33
SEISAT-08,NEOTECTONIC FAULT,4,,NTF22,74.35,25.01
SEISAT-08,NEOTECTONIC FAULT,4,,NTF22,74.43,25.12
SEISAT-08,NEOTECTONIC FAULT,5,,NTF23,74.55,25.19
SEISAT-08,NEOTECTONIC FAULT,5,,NTF23,74.75,25.3
SEISAT-08,NEOTECTONIC FAULT,5,,NTF23,74.96,25.45
SEISAT-08,NEOTECTONIC FAULT,6,,NTF24,74.78,25.01
SEISAT-08,NEOTECTONIC FAULT,6,,NTF24,74.89,25.15
SEISAT-08,FAULT INVOLVING BASEMENT & COVER,1,KISHANGARH CHIPLI FAULT,NTF24,73.59,25
SEISAT-08,FAULT INVOLVING BASEMENT & COVER,1,KISHANGARH CHIPLI FAULT,NTF24,73.7,25.2
SEISAT-08,FAULT INVOLVING BASEMENT & COVER,1,KISHANGARH CHIPLI FAULT,NTF24,73.8,25.35
SEISAT-08,FAULT INVOLVING BASEMENT & COVER,1,KISHANGARH CHIPLI FAULT,NTF24,73.9,25.5
SEISAT-08,FAULT INVOLVING BASEMENT & COVER,1,KISHANGARH CHIPLI FAULT,NTF24,73.96,25.6
SEISAT-08,FAULT INVOLVING BASEMENT & COVER,2,KISHANGARH CHIPLI FAULT,NTF24,73.95,25.71
SEISAT-08,FAULT INVOLVING BASEMENT & COVER,2,KISHANGARH CHIPLI FAULT,NTF24,74.1,25.82
SEISAT-08,FAULT INVOLVING BASEMENT & COVER,3,KISHANGARH CHIPLI FAULT,NTF24,74.02,25.8
SEISAT-08,FAULT INVOLVING BASEMENT & COVER,3,KISHANGARH CHIPLI FAULT,NTF24,74.15,25.85
SEISAT-08,FAULT INVOLVING BASEMENT & COVER,4,KISHANGARH CHIPLI FAULT,NTF24,73.83,25.82
SEISAT-08,FAULT INVOLVING BASEMENT & COVER,4,KISHANGARH CHIPLI FAULT,NTF24,73.95,25.92
SEISAT-08,FAULT INVOLVING COVER,1,KISHANGARH CHIPLI FAULT,NTF24,73.83,25.97
SEISAT-08,FAULT INVOLVING COVER,1,KISHANGARH CHIPLI FAULT,NTF24,73.91,26.1
SEISAT-08,FAULT INVOLVING COVER,1,KISHANGARH CHIPLI FAULT,NTF24,74,26.27
SEISAT-08,FAULT INVOLVING COVER,1,KISHANGARH CHIPLI FAULT,NTF24,74.1,26.41
SEISAT-08,FAULT INVOLVING COVER,1,KISHANGARH CHIPLI FAULT,NTF24,74.23,26.52
SEISAT-09,FAULT INVOLVING BASEMENT & COVER,1,GREAT BOUNDARY FAULT,,75.2,25.2
SEISAT-09,FAULT INVOLVING BASEMENT & COVER,1,GREAT BOUNDARY FAULT,,75.35,25.28
SEISAT-09,FAULT INVOLVING BASEMENT & COVER,1,GREAT BOUNDARY FAULT,,75.5,25.45
SEISAT-09,FAULT INVOLVING BASEMENT & COVER,1,GREAT BOUNDARY FAULT,,75.71,25.52
SEISAT-09,FAULT INVOLVING BASEMENT & COVER,1,GREAT BOUNDARY FAULT,,75.73,25.56
SEISAT-09,FAULT INVOLVING BASEMENT & COVER,1,GREAT BOUNDARY FAULT,,76,25.65
SEISAT-09,FAULT INVOLVING BASEMENT & COVER,1,GREAT BOUNDARY FAULT,,76.2,25.79
SEISAT-09,FAULT INVOLVING BASEMENT & COVER,1,GREAT BOUNDARY FAULT,,76.3,25.85
SEISAT-09,FAULT INVOLVING BASEMENT & COVER,1,GREAT BOUNDARY FAULT,,76.43,25.93
SEISAT-09,FAULT INVOLVING BASEMENT & COVER,1,GREAT BOUNDARY FAULT,,76.5,26.18
SEISAT-09,FAULT INVOLVING BASEMENT & COVER,1,GREAT BOUNDARY FAULT,,76.65,26.33
SEISAT-09,FAULT INVOLVING BASEMENT & COVER,1,GREAT BOUNDARY FAULT,,77,26.42
SEISAT-09,FAULT INVOLVING BASEMENT & COVER,1,GREAT BOUNDARY FAULT,,77.15,26.55
SEISAT-09,FAULT INVOLVING BASEMENT & COVER,1,GREAT BOUNDARY FAULT,,77.3,26.75
SEISAT-09,FAULT INVOLVING BASEMENT & COVER,1,GREAT BOUNDARY FAULT,,77.4,26.85
SEISAT-09,FAULT INVOLVING BASEMENT & COVER,1,GREAT BOUNDARY FAULT,,77.55,26.9
SEISAT-09,FAULT INVOLVING BASEMENT & COVER,2,BHARATPUR MOUNT ABU FAULT,,75.01,25.41
SEISAT-09,FAULT INVOLVING BASEMENT & COVER,2,BHARATPUR MOUNT ABU FAULT,,75.32,25.7
SEISAT-09,FAULT INVOLVING BASEMENT & COVER,2,BHARATPUR MOUNT ABU FAULT,,75.6,25.81
SEISAT-09,FAULT INVOLVING BASEMENT & COVER,2,BHARATPUR MOUNT ABU FAULT,,75.9,26
SEISAT-09,FAULT INVOLVING BASEMENT & COVER,2,BHARATPUR MOUNT ABU FAULT,,76,26.1
SEISAT-09,FAULT INVOLVING BASEMENT & COVER,2,BHARATPUR MOUNT ABU FAULT,,76.1,26.18
